OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,AZ014-342557112041303,A-12-03 08CAC3,Well,,15070102,,,,,34.43252756000000,-112.0709904000000,24000,5,seconds,Interpolated from MAP.,NAD83,3870.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,025,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,,175,ft,175,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-344152111592301,A-15-03 13BCB,Well,,15060202,,,,,34.69788290000000,-111.9899894000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3423,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,025,Basin and Range carbonate-rock aquifers,,,,19820303,340,ft,520,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-353232114200501,B-25-19 20ACB,Well,,15010014,,,,,35.54199174000000,-114.3357390000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3025.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,015,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19850420,900,ft,900,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,AZ014-353513114161701,B-25-19 01BBC,Well,,15010014,,,,,35.58693577000000,-114.2721820000000,62500,5,seconds,Interpolated from MAP.,NAD83,3370.,feet,40,feet,Interpolated from topographic map.,NGVD29,US,04,015,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19841004,700,ft,700,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-09403013,"PUMP HOUSE WASH SPRING NEAR GRAND CANYON, AZ",Stream,,15010002,,,,,36.07859390000000,-112.1260026000000,24000,5,seconds,Interpolated from MAP.,NAD83,3800.,feet,40,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312423110574901,D-23-13 24DDC,Well,,15050301,,,,,31.40648567000000,-110.9642540000000,24000,5,seconds,Interpolated from MAP.,NAD83,3597.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,023,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,198201,400,ft,400,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-312658109360401,D-23-27 09ABD,Well,,15080301,,,,,31.44954386000000,-109.6020133000000,24000,5,seconds,Interpolated from MAP.,NAD83,4066.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,003,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19700805,650,ft,650,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-315010111000701,D-18-13 27ADB,Well,,15050301,,,,,31.83605706000000,-111.0026187000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,2950,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19770923,645,ft,645,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-320138111165301,D-16-10 24BCB,Well,,15050304,,,,,32.02730150000000,-111.2820465000000,24000,5,seconds,Interpolated from MAP.,NAD83,2963.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19791217,790,ft,790,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-321642111143301,D-13-11 20DCC,Well,,15050304,,,,,32.27757538000000,-111.2439913000000,24000,5,seconds,Interpolated from MAP.,NAD83,2195.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19720324,605,ft,605,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-321846110592801,D-13-13 11CBD,Well,,15050302,,,,,32.31285240000000,-110.9923182000000,24000,5,seconds,Interpolated from MAP.,NAD83,2390.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19750321,510,ft,510,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-322025111033101,D-12-13 31CCD,Well,,15050301,,,,,32.33896298000000,-111.0612101000000,24000,5,seconds,Interpolated from MAP.,NAD83,2210.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,197210,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-322549111191601,D-11-10 34BCC1,Well,,15050304,,,,,32.43013889000000,-111.3211667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1947,feet,2.5,feet,Interpolated from topographic map.,NAVD88,US,04,019,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,20030401,800,ft,800,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-323956114075401,C-09-18 05DCB1,Well,,15070201,,,,,32.66572220000000,-114.1323056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,278,feet,2.5,feet,Interpolated from topographic map.,NAVD88,US,04,027,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,19930315,180,ft,180,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324858109510701,D-07-24 14DCD,Well,,15040005,,,,,32.81617754000000,-109.8527758000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3180,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,009,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,,200,ft,200,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324937113304501,C-07-12 08DCD,Well,,15070203,,,,,32.82705556000000,-113.5125833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,440,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,027,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,20120306,420,ft,420,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-325104109421001,D-07-26 05DBA1,Well,,15040005,,,,,32.85117646000000,-109.7034133000000,62500,5,seconds,Interpolated from MAP.,NAD83,2940.,feet,40,feet,Interpolated from topographic map.,NGVD29,US,04,009,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,,83,ft,83,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-331616111401101,D-02-07 07DAA,Well,,15050100,,,,,33.27100000000000,-111.6696667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1358,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,20060116,1112,ft,1122,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332149113124601,C-01-09 05CCC,Well,,15070104,,,,,33.36365060000000,-113.2135214000000,24000,5,seconds,Interpolated from MAP.,NAD83,1248.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,,1100,ft,1100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332303112322201,B-01-03 34DAA,Well,,15070101,,,,,33.38412509000000,-112.5402196000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,880.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,013,,,,,20031224,370,ft,370,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332500112095501,A-01-02 21BCD,Well,,15060106,,,,,33.41677778000000,-112.1658889000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1020.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,"Basin Fill, Upper and Lower, Undifferentiated",Unconfined single aquifer,19901109,520,ft,520,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332659112264801,B-01-02 10AAB,Well,,15070101,,,,,33.44891667000000,-112.4470000000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1001.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,"Basin Fill, Upper",Unconfined single aquifer,19730101,277,ft,277,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332821112183601,B-02-01 36ADD,Well,,15070102,,,,,33.47269444000000,-112.3105278000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1005.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,"Basin Fill, Upper and Lower, Undifferentiated",Unconfined single aquifer,19811130,326,ft,326,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332916110510201,A-02-15 29ACC,Well,,15060103,,,,,33.48794179000000,-110.8511955000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,3090,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,007,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,20050929,700,ft,710,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332918112283301,B-02-02 28BCA,Well,,15070101,,,,,33.48930556000000,-112.4753333000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,1135.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,"Basin Fill, Upper and Lower, Undifferentiated",Unconfined single aquifer,19890707,555,ft,555,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-333051112082001,A-02-02 15DCA,Well,,15070102,,,,,33.51281977000000,-112.1395958000000,24000,5,seconds,Interpolated from MAP.,NAD83,1145.,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,195903,1200,ft,1200,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-334657113365501,B-05-13 16ABA3,Well,,15070104,,,,,33.78253040000000,-113.6160406000000,62500,5,seconds,Interpolated from MAP.,NAD83,1880.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,04,012,Basin and Range basin-fill aquifers,,,Unconfined single aquifer,1972,702,ft,702,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-335825112435301,B-07-05 01CDB,Well,,15070103,,,,,33.97364110000000,-112.7321221000000,24000,5,seconds,Interpolated from MAP.,NAD83,2050.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,013,Basin and Range basin-fill aquifers,,Holocene Alluvium,Unconfined single aquifer,193505,110,ft,110,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-340718109181501,A-08-29 05ADB,Well,,15020001,,,,,34.12171334000000,-109.3048089000000,24000,5,seconds,Interpolated from MAP.,NAD83,7030.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,"Sedimentary Rocks, Undifferentiated",,1970,380,ft,380,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-340836114165701,B-09-19 07BBB1,Well,,15030104,,,,,34.14371354000000,-114.2842814000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,417.8,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,012,Basin and Range basin-fill aquifers,,,,195605,281,ft,281,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-341603110050501,A-10-21 14ABC1,Well,,15020005,,,,,34.26758330000000,-110.0848333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6277,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,017,Colorado Plateaus aquifers,,,,19811014,700,ft,750,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-342118109593301,A-11-22 15ADB,Well,,15020005,,,,,34.35503989000000,-109.9931667000000,24000,1,seconds,Interpolated from MAP.,NAD83,6008.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,017,,,Coconino Sandstone,,,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345441111275301,A-18-09 29CAA02,Well,,15020015,,,,,34.91147220000000,-111.4646667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7126,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,Basin and Range basin-fill aquifers,,,,19870804,101,ft,101,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345516114364901,B-18-22 27BBC1,Well,,15030101,,,,,34.92166956000000,-114.6157984000000,24000,1,seconds,Interpolated from MAP.,NAD83,479.,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,04,015,Basin and Range basin-fill aquifers,,Holocene Alluvium,Unconfined single aquifer,1957,126,ft,126,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345737110485901,A-18-14 13BCD,Well,,15020008,,,,,34.96033330000000,-110.8163611000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5213,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,Basin and Range basin-fill aquifers,,,,20120310,991,ft,991,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-345805110002801,A-18-22 09DDC1,Well,,15020007,,,,,34.96805556000000,-110.0077222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5192,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,017,Colorado Plateaus aquifers,,,,20030314,150,ft,150,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-351701111303601,A-22-08 23AAB,Well,,15020015,,,,,35.28362165000000,-111.5107143000000,24000,5,seconds,Interpolated from MAP.,NAD83,6570.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,Supai Formation,,19710101,1800,ft,1800,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-352119109031601,A-23-31 33AAB,Well,,15020006,,,,,35.35530157000000,-109.0550906000000,24000,1,seconds,Interpolated from MAP.,NAD83,6190.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,Holocene Alluvium,,19741011,100,ft,100,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-355215110375001,06 095-07.28X08.90      Kykotsmovi PM2,Well,,15020012,,,,,35.87000348000000,-110.6290257000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,5760.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,017,,,Navajo Sandstone,,19771014,1155,ft,1155,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360205112104601,A-31-02 33ABB,Well,,15010004,,,,,36.03470517000000,-112.1801704000000,24000,5,seconds,Interpolated from MAP.,NAD83,6675.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360230112093401,A-31-02 27DBA1 [BRIGHT ANGEL WASH],Stream,,15010004,,,,,36.04166667000000,-112.1594444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6678,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360356112103201,A-31-02 16DDC1 [MONUMENT SPRING],Spring,,15010002,,,,,36.06557989000000,-112.1763650000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,4321.,feet,020,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360410112055700,A-31-03 17DAA1 [PIPE SPRING],Spring,,15010002,,,,,36.07087500000000,-112.1016028000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,3735.,feet,020,feet,Interpolated from topographic map.,NGVD29,US,04,005,,,Bright Angel Shale,Unconfined single aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360439112073901,A-31-02 13BAA1 [GARDEN SPRING],Spring,,15010002,,,,,36.07703056000000,-112.1289806000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,3830,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,,,Redwall Limestone,Unconfined multiple aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360439112084601,A-31-02 14BAA1,Spring,,15010002,,,,,36.07744444000000,-112.1459167000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,4139.3,feet,1.0,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360439112094101,A-31-02 15ABC1  [SALT CREEK SPRING],Spring,,15010002,,,,,36.07682985000000,-112.1617425000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,3960.,feet,020,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,005,,,Bright Angel Shale,Unconfined multiple aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360441112073201,A-31-02 13ABB1 [PUMPHOUSE SPRING],Spring,,15010002,,,,,36.07749669000000,-112.1261137000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,3921.,feet,020,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,005,,,Muav Limestone,Unconfined multiple aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360443112083300,A-31-02 11DCB1 [HORN EAST ALLUVIUM],Spring,,15010002,,,,,36.08083330000000,-112.1433333000000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,3696.2,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,005,Other aquifers,,Muav Limestone,Unconfined single aquifer,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360449112083701,A-31-02 11DCB2,Spring,,15010002,,,,,36.08063889000000,-112.1435000000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,3706.9,feet,0.5,feet,Differentially corrected Global Positioning System.,NAVD88,US,04,005,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-360802111144601,03 077-13.75X07.98,Well,,15020018,,,,,36.13415950000000,-111.2465290000000,24000,1,seconds,Differentially corrected Global Positioning System.,NAD83,4971.,feet,1,feet,Differentially corrected Global Positioning System.,NGVD29,US,04,005,,,Navajo Sandstone,,19630208,350,ft,350,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-362500109131501,11 051-12.33X05.74,Well,,14080204,,,,,36.41666829000000,-109.2214900000000,62500,1,seconds,Interpolated from MAP.,NAD83,6570.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,001,,,Shinarump Member of Chinle Formation,Confined single aquifer,195810,1200,ft,1200,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-363005110250901,08 039-09.44X17.18,Well,,15020018,,,,,36.50138765000000,-110.4198598000000,24000,1,seconds,Interpolated from MAP.,NAD83,6530.,feet,20,feet,Interpolated from topographic map.,NGVD29,US,04,017,,,Navajo Sandstone,Confined multiple aquifers,196706,3636,ft,3636,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-363443111055701,A-37-12 27BCD1,Well,,14070006,,,,,36.57872220000000,-111.0992222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6103,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,005,Colorado Plateaus aquifers,,,,,1350,ft,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-363525109035201,A-37-31 30BBD1,Well,,14080105,,,,,36.59016667000000,-109.0644722000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,5864,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,04,001,Colorado Plateaus aquifers,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10255550,NEW R NR WESTMORLAND CA,Stream,,18100204,,,,,33.10476565000000,-115.6644382000000,24000,5,seconds,Interpolated from MAP.,NAD83,-217,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11074000,SANTA ANA R BL PRADO DAM CA,Stream,,18070203,2258,sq mi,1490,sq mi,33.88334875000000,-117.6453296000000,24000,5,seconds,Interpolated from MAP.,NAD83,451.58,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,065,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11390890,COLUSA BASIN DR A RD 99E NR KNIGHTS LANDING CA,Stream,,18020104,,,,,38.81240130000000,-121.7741320000000,24000,1,seconds,Interpolated from MAP.,NAD83,0.00,feet,.01,feet,Interpolated from topographic map.,NGVD29,US,06,113,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455261,ULATIS C A BROWNS RD NR ELMIRA CA,Stream,,18020163,,,,,38.30657870000000,-121.7946815000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,095,,,,,,,,,,NWIS
